id,damuku,arousal,excitement,pleasure,contentment,sleepiness,depression,misery,distress,audio_harmonic,audio_engergy,audio_centroid,audio_contrast_low,audio_contrast_middle,audio_contrast_high,audio_zero_crossing_rate,audio_slience_rate,optical_flow_mean,optical_flow_std,video_warmc,video_heavyl,video_activep,video_hards,video_darkProportion,video_lightPropertion,video_saturation,video_color_energy,video_color_std
1-1732361-000001-000011,萌化了 2333333萌哭 萌爆了。。。没胡子肯定更软。。。 又黑我抖森数学哈哈哈哈哈哈,0,0,1,1,1,0,0,0,0.012523509837962963,0.060501866042613976,2130.181553559601,15.804692555928655,17.84169927730454,35.01910149485104,0.30129878312211983,0.11,0.0015997764421626925,0.1376200020313263,-0.391822424034872,4.2555795717592595,1.014821400640156,-0.621914388925059,0.4707342303240738,0.412111545138889,45.28340350115741,3.215016487356177,48818050.89253926
1-1732361-000021-000031,萌死了萌死了 本尼快要憋不住笑了 想笑不敢笑的邻居233333 我要笑死了 抖森23333本尼表情好评ehehehehehe 2333,0,1,2,0,0,0,0,0,0.012378833912037037,0.06944587826728821,2169.1558851356144,17.754720814087104,16.535294484301964,33.61841320109976,0.3116921983006912,0.06,0.02083931118249893,0.595594584941864,-0.3579892800800761,3.3487099247685186,1.5430186057003137,-3.5600175638834637,0.5021144386574073,0.3036537905092592,68.25159215856479,3.3329504422102207,84549868.36443006
1-2285643-000045-000055,叶孟秋这么帅 为情景放任交错 觉得大庄主二庄主很萌，我一定是一只独特的黄鸡 雾草爹好帅！！！！ 啊啊好萌啊小庄花,1,0,0,1,0,1,0,1,0.01341869212962963,0.1188615709543228,984.8501333037264,23.265964053575317,16.549780442358404,41.20987123622875,0.07926132272465437,0.0,0.10900446772575377,0.4924614429473877,-0.2619326428515476,1.8951483680555552,2.1547898750266667,-3.207322831597222,0.3636013888888888,0.1576326388888889,72.26096875,4.174885687908058,58151252.70563986
1-2384563-000050-000100,血腥吗？血腥我就撤了 前方高能预警 一上来就福利？？？ 原来是个女人。 前方高能预警兼高能福利 屁股好棒 好看吗好看吗 好屁股！ 前方看奶福利 福利 我去上来就这么刺激,1,2,1,1,0,0,0,0,0.012586805555555556,0.00757648190483451,771.3767747687617,18.335788628361982,12.111960195351946,46.33610805524229,0.0892879644297235,0.99,0.025013888254761696,1.2908674478530884,-0.3690332160844705,2.477428349247685,1.6533185014799174,-2.8675615028663923,0.7617896412037034,0.11238425925925928,62.567917390046304,6.3873476726444975,10309125.2596713
1-2520183-000014-000024,字幕君真是太可爱了 也不想要约定 超喜欢超追梦的短片！ 还是说……真的 每天励志 眼睛娘，好评 认真眼镜,0,0,1,1,0,0,0,0,0.012288411458333334,0.07590802013874054,1251.3117822628058,13.576950052519848,13.115999724953664,38.7682964244545,0.14954232070852536,0.25,0.033192731440067284,0.4387311935424805,-0.257805212436309,4.400168033050413,1.634862510229252,-4.676120795154964,0.17178594393004118,0.3965483539094651,79.97369405864198,2.5791211917774732,138882529.27487925
1-2660693-000058-000108,那是因为你们不存钱233333333 以为终结者3 偷偷承包 大兄弟赶紧赤化美利坚 小伙子你要扣死啊 Insufficient Funds ,1,0,0,0,0,1,1,0,0.013798466435185184,0.020434815436601642,1702.300060149788,19.125823014675422,12.371112194515504,39.598235445404356,0.2010233654953917,0.65,1.8724058463703843e-06,0.013265321031212808,-0.4376429812664171,3.0535392795138887,1.4233575917213974,3.7098606061017074,0.8183072916666668,0.06918113425925926,39.13764612268519,1.6867945588823383,29672633.812613163
1-3045957-000149-000159,好带感 求bgm!！！！ 啊啊啊啊啊啊 每天日常贡献硬币系列,1,1,0,0,0,0,0,0,0.012017144097222222,0.2753799259662628,1662.166007847876,20.962240337689106,12.554120124668113,34.708703953309914,0.1835352462557604,0.0,0.04435864090919495,0.4819433987140656,-0.3588375656045652,3.2849540798611105,1.5156139396943171,0.06271113679108724,0.6497656249999999,0.1729184027777778,122.62440451388892,3.065016236150345,137972648.6291362
1-3138116-000024-000034,233333333333333 23333333333333333333333333 233333333333 哈哈哈哈哈哈 一家都是拓扑是什么鬼 笑到停不下来 hhhhhhh 哈哈哈哈哈哈哈哈 大娃 大娃哈哈哈哈哈哈,0,0,2,1,0,0,0,0,0.01341869212962963,0.06707657873630524,1264.4884932320508,19.68125279356117,16.01741131242755,41.753879266100455,0.15320780529953915,0.03,0.003847732441499829,0.7186068892478943,-0.4650985802563459,2.7160073456790133,1.4326357614677392,4.815663906153548,0.9381697530864198,0.01616296296296297,33.54275401234568,,24916555.201489195
1-3201662-000035-000045,啊啊啊啊啊小李太帅 好帅 炸啦 我老公帅的要死 小李子我的(??ω?)?嘿 妈的 别这样看人 好帅啊 颜值爆表 舔舔屏 啊啊啊啊啊啊啊 好帅好帅 啊啊啊啊啊啊啊啊啊啊 帅 boom!!!,2,2,1,0,0,0,0,0,0.013147424768518521,0.3536660075187683,1260.8996365802745,23.746371012835393,17.011062316281148,35.69071155198367,0.09547361031105993,0.0,0.17964597046375275,0.9691041111946106,-0.3642598087055389,2.5075695301783267,1.6098958088886943,0.3769978413816007,0.6594993141289437,0.10726808984910836,115.66443415637859,2.9536344883568924,213170877.7972664
1-3545880-000004-000014,好电影 好看吗 吊炸天..111 谁在看？2333333333 2333 23333333333 缓冲得不是一般久 1 1 1 好看 强烈推荐太好看了 第三遍了，每次看都隔了一年 好像看过 超爱，超爱来看第二遍 第二遍！最爱的电影，没有之一！ 这个音乐好激动激动,2,2,1,0,0,0,0,0,0.011366102430555556,0.017216812819242474,1525.9148370592857,17.25603044231728,14.265777693962722,35.735268359774224,0.17235878096198154,0.79,0.003929290920495987,0.17758852243423462,-0.34273589500805074,3.1538613750812217,1.541173313175973,-1.010901612121305,0.6040428037686809,0.18764416829109806,105.26311322287201,1.874065095352984,365557199.26162565
1-4269607-000002-000012,啊啊啊啊 哇哦哦哦哦哦妮妮好帅！！！ 托尼and罗伯特 生日快乐！！！！！！ 好燃啊 啊啊啊啊啊啊啊 RDJ0404生日快乐！！！ 妮妮！！！！！！！！！ 这里莫名的想到伴舞是4只骚虎····,2,2,1,0,0,0,0,0,0.019558376736111112,0.09661830216646193,1591.229894983226,17.224528148568954,15.99468490210737,38.102510118036754,0.18382326468894009,0.18,0.005014350172132254,2.5230882167816158,-0.3999550510712953,3.308137570730453,1.5283325219588375,1.231765899080503,0.5692145704732511,0.13774948559670785,78.32154996141975,,223463281.3205186
2-673325-000200-000210,坚持不快进！ 老友记ross的妈妈 罗密欧读条中 这个不是friend里面ross的妈妈么 恐怕很多人看了片头就弃了 我居然撑到现在,0,0,0,0,1,1,2,2,0.011818214699074072,0.016383536159992218,844.9758270211719,19.29049985950316,14.993003175870099,40.638775540804794,0.07949083741359447,0.8,0.005717290099710226,0.7569586038589478,-0.3546452750739038,2.34709496855346,1.8328722768874641,-1.0063918327437116,0.6624276729559749,0.06852987421383648,111.96025157232704,2.4666037078118146,184135860.3766805
2-1065435-000102-000112,跑的太丑 演技捉鸡啊 这跑的…… 演技。。。 车祸了？演技略浮夸 车祸果然哈哈哈 这浮夸的演技 演技真差.....,0,0,0,0,2,1,0,0,0.012270326967592593,0.0072001926600933075,1349.8313972664128,15.14745682131201,10.276923641476023,35.21065271814856,0.1606827836981567,0.98,0.29364195466041565,1.2129627466201782,-0.3639214387915167,1.3084476451760405,2.2290664030877507,-2.310503632973252,0.6852537722908092,0.0046296296296296285,74.22018175582991,4.371002748686816,10012850.552325103
2-1558545-000045-000055,暗芝居+1 阿勒 为什么3点还在公司 啊 啊 啊 啊 啊  啊啊啊啊啊啊啊啊啊啊啊 求弹幕护体 NO ZUO NO DIE 史丹利把手伸了进去 再也不用丢垃圾了,2,0,0,0,0,1,2,0,0.013057002314814816,0.12523537874221802,788.2345589391838,18.71172394404316,14.560078693598651,39.095001136998285,0.0733501944124424,0.25,0.0020346036180853844,0.09823156893253326,-0.33414423088249384,3.07251634837963,2.1361951524228604,-3.8161891619646986,0.4872019675925925,0.0581886574074074,69.5818894675926,8.388181277106577,4484457.833106175
2-1734827-000020-000030,我是小黄 我是姨妈红  弹幕发早了 ↓↓↓ 是这里 为何弹幕这么多 233 啦啦啦 主子好帅 为何弹幕这么大,1,2,1,0,0,0,0,0,0.01048900462962963,0.14226891100406647,1596.1207568019745,23.95987418863914,13.093542506802844,29.751625728555013,0.12404368879608295,0.0,0.04108057171106338,0.5452772378921509,-0.3391417384681853,3.165045173611111,1.9851188957931525,-2.928526480251736,0.4533305555555555,0.13269999999999998,91.07857291666666,15.305335557764172,58603466.48383212
2-1885599-000012-000022,龙儿 美 美啊 妈蛋好美 姑姑~这才是姑姑啊 电视剧里武打动作再没有比刘亦菲更美的了！！！！！ 美哭 龙儿我心中白月光啊啊啊 太美 美呆了 惊为天人,1,1,1,0,0,0,0,0,0.01170970775462963,0.10269883275032043,1276.6414252445902,12.596065328171074,11.481495138169223,43.49247350984393,0.18108258928571427,0.0,0.00051589886425063,0.19559964537620544,-0.3519821630596113,2.2483615277777784,1.814113845100867,-1.5387715390625,0.7496,0.058444444444444466,112.46075833333336,3.6064796502306926,66061048.73737101
2-1885599-000135-000145,美美美 真的很棒练家子又敬业 打戏干脆利落 女神女神 这种仙女一出场绝对不会平凡 这感觉是天山童姥啊… 九尾灵狐 九尾白狐即视感-0- 个人觉得最经典的打戏是绝情谷双剑合璧 ,1,1,0,0,0,0,0,0,0.010841652199074072,0.132686585187912,1274.994917826288,14.617039310171265,12.663456543252266,38.2768259351921,0.1540808611751152,0.0,0.004684357438236475,0.3420751690864563,-0.3041524182097016,2.831417361111112,1.856117968422632,-2.1452696875000004,0.454275,0.15106388888888886,103.12311944444444,3.7573362294512513,77119766.64977251
2-1984284-000017-000027,不好意思让别人看见在搓蛋 →_→打媳妇嗯哼？ 有小猪~~~ 哈哈哈哈 原曲是《息兮》？ 噗 哈哈哈哈哈哈哈哈哈哈战场隐身搓蛋的一定不是一个,0,0,2,1,1,0,0,0,0.012234157986111112,0.1289888620376587,1377.947232907414,17.376426105952838,20.05376992764048,39.50782053147019,0.13258748559907835,0.01,3.1720638560273073e-08,0.0005534621886909008,-0.47784065696063305,3.1930884722222217,1.265081144907651,6.178914190972222,0.7294076388888889,0.20897291666666665,10.911974305555557,1.0540056398077344,35120267.32891445
2-2037030-000145-000155,有钱任性 土豪专业户，哈哈 哈哈 啪！【甩钱声】 bgm什么鬼 233333333333333333333 二爷在戏里各种请客 哈哈土豪 哈哈哈哈哈 请吧请吧哈哈哈哈哈 看哲哥的时候一直担心他请客会把自己请穷了2333333 哲哥天天请客哈哈哈 土豪的情人节~~哈哈哈哈,0,0,2,0,0,0,0,0,0.012568721064814816,0.08752105385065079,1228.2700256360347,15.795942180532105,14.525061588849946,39.547360488961026,0.13180668562788014,0.16,0.004051040858030318,0.2090134620666504,-0.31919125000870463,2.8072826704545455,1.977355987819561,-2.6450644486860795,0.5094517045454545,0.12194318181818185,91.9308380681818,4.0869618449572656,79613489.88537587
2-2147587-000145-000155,为什么要让病人发病？只是为了教学？ 发生什么？ 女主是恐怖游轮女主角吧 你这样我也会激烈反抗啊 看的腰痛 色鬼 发生什么？,2,0,0,0,0,0,2,0,0.011420355902777778,0.06736147403717041,1074.3394275928038,20.16354919952028,15.252862056497607,40.35228032417992,0.10420191892281104,0.08,0.4065871834754944,3.0662007331848145,-0.4203543517091648,2.7080949074074083,1.6408581328940846,0.4288927466121713,0.8167817644032921,0.025576774691358026,65.87091628086421,3.05712216958714,27521295.64473369
2-2285643-000015-000025,依山观澜！！！！！ 山居对问水。。。 泰阿！ 只有我一个人觉得秦风叽比较帅吗 莺鸣杨柳外 帅爹一秒变挫 依山观澜我可是无数遍单曲循环的w,0,1,0,1,0,0,0,0,0.013726128472222222,0.1895880401134491,1358.9680364061735,24.225694104147028,17.817063128149204,38.7010203509334,0.16748496903801846,0.0,0.07214963436126709,0.4975628852844238,-0.2591169734129216,1.8323100694444443,2.458547800829816,-3.1468796180555563,0.2234576388888889,0.08814583333333333,61.00034305555556,4.505919017535558,39038848.56961628
2-2384563-000015-000025,求高能 真的那么恐怖吗？ 前方高能 前方高能！！ 不錯，一開始就有福利 卧槽 吓我一跳 cao吓我一跳 吓我,2,0,0,0,0,0,0,0,0.012595847800925928,0.011226322501897812,848.1742538262342,19.961496664457158,13.575473468137153,43.71431926119363,0.08120319700460829,0.95,0.014210284687578678,0.4867753386497498,-0.3940351975430176,2.086017252604167,1.7011167158846272,-1.9099475221987123,0.7896014178240741,0.060068721064814826,66.94513961226852,5.748834069091996,20856249.531691555
2-2527417-000035-000045,看着比盗墓好 正统。。。。23333 剧情还好啦，不带原著看就好 但是姚晨太美了，特效很赞 这部太扯了，看隔壁寻龙诀,2,1,0,0,0,0,0,0,0.011085792824074072,0.10378123074769974,1211.4058164579735,19.174699054074992,13.467623239268086,34.26054984135761,0.08458291330645161,0.0,0.0005496537778526545,0.26628321409225464,-0.3848226114293163,2.614447565009124,1.5962932785113153,-0.6145831471092805,0.7610192366180049,0.08242187499999999,133.21381253801704,7.4190370877025105,7540207.908581104
2-2660693-000115-000125,看牙齿不毒舌还是个美女 牙齿赞 戳萌点233333 哈哈哈哈哈哈哈哈哈哈哈,0,0,0,0,1,0,0,0,0.013129340277777778,0.03767985850572586,1149.4158154031682,18.991426446185926,15.181979729379618,39.14871810350877,0.098549557171659,0.19,2.83284425677266e-05,0.7341725826263428,-0.3668140578513211,3.9625819227430568,1.4621874192776314,-2.768846800627532,0.451431568287037,0.2378052662037037,65.42298249421297,3.432645251186902,127758459.8920542
2-2810002-000125-000135,233333333333333 23333333333333 哈哈哈哈哈哈 23333333别黑终结者呀 咦……~ hhhhhhhhhhh ,0,0,1,0,0,0,0,0,0.011980975115740741,0.10247001051902772,1385.4134152751385,20.40370450382868,16.205842864848336,36.62631125828553,0.1391196536578341,0.0,0.07858617603778839,1.2868379354476929,-0.3346276349017992,4.312587101337448,1.2321483731258196,-1.668151894290124,0.5095298353909465,0.2669567901234569,101.25648945473247,2.282582469253056,135101172.01109508
2-2941599-000131-000141,呃呃呃呃呃 呃呃呃 他的眼睛实在是太好看了...鼻子也是....这五官 啊啊啊啊啊啊啊啊有很多台词的winty！ 好漂亮,0,0,0,0,2,0,0,0,0.013111255787037037,0.1336127370595932,1207.095334137225,12.53631733524132,15.268615297405109,42.813140271579975,0.1402987291186636,0.05,0.0004450135165825486,0.31886935234069824,-0.3677768702082065,4.469098451967593,1.7737826865650934,-3.9499181538899752,0.447937644675926,0.062371238425925936,47.7035062210648,2.5159295140831563,99591877.09372036
2-3048829-000155-000205,迷妹的幻想 雕兄你知道翅膀咋掉的吗23333333333333 哈哈哈哈哈哈哈哈哈 电灯泡XDDDDDD 哈哈哈哈哈哈哈哈哈 哈哈哈哈哈哈哈哈 猎鹰强行加戏 猎鹰你的出息呢?? 强行给自己加戏 23333333333,0,1,1,0,0,0,0,0,0.012297453703703705,0.17299748957157135,1457.7739693550022,14.256533946672745,12.14985174938308,36.404220968192575,0.1639814948156682,0.14,0.6621124148368835,3.4960846900939937,-0.3810731436525596,3.624324421296296,1.5768914016430498,-1.0617193227358224,0.4019265046296297,0.2756545138888889,36.81634780092593,3.494386431944725,51142663.15640494
2-3138116-000041-000051,curtis情话 满分@@@ 二娃笑裂了 桃总笑声就是这么魔性哈哈哈哈哈哈哈哈 这是老几？敢笑Evans家大哥 哈哈哈哈哈哈哈哈哈哈 23333 听到笑声忍不住了 哈哈哈哈哈哈哈,0,0,2,1,0,0,0,0,0.013391565393518521,0.1315000206232071,1632.1427703451043,20.987037556060628,14.565601908994566,35.69718763980685,0.15276902721774194,0.03,0.005753223318606615,0.3051522374153137,-0.3197594023498588,2.7730588734567903,2.215924975770705,-2.019626322820216,0.4346925925925925,0.061564814814814815,81.40880277777778,2.556410906728584,140594852.90584868
2-3201662-000017-000027,好帅。。。。 太帅了卧槽硬币献上 想瘦就瘦 帅啊 im the king of the world 泰坦尼克号 sooooooooooooooooooobeautiful 各位，记住这一天2016229恭喜小李子男神 年轻帅，现在萌大叔 背景音乐是什么 im the king of the world 他的眼里有星星 帅哭了 泰坦！！！ 帅到窒息 不能用帅来形容 就是超美 简直是艺术品 小李子年轻时真的惊艳了我的岁月啊！！！ 好美腻QAQ 公认的好看啊 不分国际人种啊 实力撩妹 侧颜美啊啊啊 帅哭,1,2,2,0,0,0,0,0,0.013038917824074072,0.29731523990631104,1140.507136343917,24.111154851774486,17.76212908677075,37.241574189068906,0.08591274841589862,0.0,0.31252700090408325,0.9411399960517884,-0.37145738865754985,2.9794251757544585,1.7002353429368673,-0.4002749219017927,0.6693128429355282,0.12610896776406036,101.17536608367628,3.321169149176233,51388433.03889369
2-3274786-000141-000151,电音好赞 好姬友神速翻唱系列。。。 前面去安利带我一个！必推良曲QwQ！ 太萌了！！ 增加弹幕!没人不科学! 高音中毒了 喜欢 ,0,1,2,0,0,0,0,0,0.012505425347222222,0.2622683346271515,1890.5335836626489,22.300043188094183,15.143358594185516,32.2302023843581,0.2083858366935484,0.0,0.0008692428818903862,0.0800606831908226,-0.4898960175610851,3.2329243827160488,1.2493861335048162,6.846052575073366,0.06557377049180331,0.9049876037239432,2.0970109795587937,1.1454511907381684,4150165.1471595312
2-3382615-000110-000120,我多兰！美人 啊丁丁这颜我可以舔一辈子…… 哼哼 珍妮美人prprprprprpr 珍妮aaaaaaaaaaaaaaaaaaaaaaaa 封面来了诶 妈蛋这美的不像样啊 珍妮睫毛怪~ 珍妮真美爆了(?>ω<*?),1,0,0,0,0,1,0,0,0.011646412037037037,0.278925359249115,1384.4331505878272,21.89918276290453,15.928480556982928,35.32244678142544,0.1312283986175115,0.0,0.008137899450957775,0.26557064056396484,-0.2941423216358217,1.1836230208333334,2.0171436976511146,-2.2466815490451393,0.4416506944444443,0.030286805555555563,146.18888611111112,4.522593184489648,15433067.865538573
2-3545880-000129-000139,"不点逼死处女座 ""找不到对象 "" 哈哈哈 2333333 发生了什么?_? 不充钱还想泡妹子？ 23333333",0,0,1,0,1,0,0,0,0.011601200810185184,0.001695742248557508,1058.9098266532294,24.17070241307476,11.984980368262091,37.411670831172856,0.08267479118663594,0.98,3.7134773265279364e-06,0.048834674060344696,-0.3707915206000405,3.817054398148149,1.787465194744472,-1.3147874653539238,0.4805078378817414,0.13474354288499027,56.77764782326187,2.6609801677143152,90949576.0747568
2-4290449-000124-000134,2333333333333 拍摄地点在我家乡:) 小时候的那个现在应该上初中了 说的像现在资本家不搞个人崇拜一样 然而80后表示还是很多一样的童年 吓人不？说什么很难带入的，带眼光来看的是引战的吧？真找骂,0,0,0,0,1,2,0,0,0.011800130208333334,0.022098839282989502,1171.4359490722916,19.809376020132483,12.19794624084868,37.235528756929895,0.1312283986175115,0.56,0.05294716358184815,0.4074603319168091,-0.4640611100130109,2.348181749131944,1.6946154009636842,-1.2530749871148004,0.827115162037037,0.03202763310185185,67.56815610532406,5.580981829400875,1310078.4405285704
3-673325-000005-000015,这时候的罗密欧还是个苦苦单恋满身忧郁的文艺青年 小李一出现画风瞬间变了 好帅啊要是放在现在 小李子帅爆！！！！！啊啊啊啊啊啊啊啊啊啊 太美了 那时候声音好嫩啊 美！声音！ ,1,1,1,2,1,0,0,0,0.014558015046296297,0.015782346948981285,1206.3877079861718,15.228236347640385,13.399017493858285,42.76615206007666,0.15576846918202766,0.77,0.13210594654083252,0.561583936214447,-0.3077809334698588,2.8182889937106914,2.012126158378178,-3.1983221211674535,0.1937279874213836,0.3485770440251573,124.513965408805,12.636148074475114,80146601.85508509
3-1065435-000215-000225,要搞les的节奏？ 为了男主来的 不得不说这个韩国的人真丑 自带圣母光环可怜别人一个人坐么 恶心 啊！怎么闲闲还不出来，我要快进了 没贤贤果断快进 贤贤呢.............怎么还不出来 别撕了 就不能好好看剧吗 我闲呢 丑倒不会。就是整的脸和棒子属性不爽,0,0,0,0,2,0,0,0,0.010715060763888888,0.002258697059005499,1451.426911520968,14.160172520596456,10.705977597571863,33.64865965893965,0.16410975302419356,0.99,0.012269279919564724,0.11232563853263856,-0.3483315286938432,1.8947582304526756,2.2395160056976824,-2.5671116665952223,0.5525491540923639,0.007938957475994513,80.51858139003201,2.960414641181204,55633528.81106425
3-1558545-000045-000055,不能关门么 监控啊 作死 我草草草 欲望 感觉人最后陷进去了 估计爬进去了 无解啊 预感到结局了：逗比钻进去了，黑洞消失了 没有监控？？ 。。。没有高能预警自己看觉得好害怕 贪心不足 太贪了 拿一点就好了呀 感觉纸变大了,1,0,0,0,0,1,2,1,0.013219762731481479,0.1929892599582672,788.8613401710362,20.33409304059727,15.992428590443991,38.1448201379156,0.05817522321428571,0.1,0.11077920347452164,0.7755959630012512,-0.2944168000151248,2.6342973090277773,1.948227806808781,-3.2920305926287625,0.5627604166666668,0.06737268518518517,149.74172164351853,10.880211127033675,10533346.078781888
3-1734827-000002-000012,盗墓笔记感～ 这配音我醉了 小梦帅！！ 舔舔舔！！！ 凹显个性 是说了皂片对吧…… 昂 这集有掌柜的么？！！！ ,0,0,0,1,2,0,0,0,0.0126953125,0.0757235661149025,1122.7525818630943,17.71946019760394,17.60608731588413,40.4574195873556,0.1160489271313364,0.11,0.0002685854269657284,0.03664473816752434,-0.390646657205129,2.3412144097222223,2.2373131853336314,-2.499729085286458,0.5485430555555556,0.04010902777777777,52.36561388888888,5.310114859364644,8189941.826911634
